idAnimale,measurement_date,fat,protein,casein,lactose,sfa,ufa,newly_fa,mixed_fa,preformed_fa,c18_0,c18_1,ph,freezing,rennet,k20,a30,iac,scc,bhba,urea,acetone,ec,calving_date,lactation,DIM,scc_log,fat_protein_ratio,casein_protein_ratio,ufa_sfa_ratio,lactation_stage,parity_group
-9223372036828933120,2025-03-23,4.32,3.57,2.85,4.96,2.687,1.21,1.096,1.602,1.271,0.306,0.71,6.65,-0.534,21.74,4.47,12.38,98,160,0.07,31.8,0.03,8304,2024-12-15,1,98,2.20682587603185,1.21008403361345,0.798319327731092,0.450316337923335,mid,primiparous
-9223372036828932096,2024-11-29,3.44,3.11,2.44,4.88,1.743,1.361,0.563,0.978,1.574,0.363,0.767,6.62,-0.534,18.42,4.57,14.03,100,36,0.08,22.5,0.05,9040,2024-10-29,1,31,1.568201724067,1.10610932475884,0.784565916398714,0.780837636259323,early,primiparous
-9223372036828931072,2024-10-25,3.4,2.65,1.99,4.7,1.758,1.309,0.487,1.006,1.499,0.331,0.705,6.58,-0.528,21.61,6.63,0.02,94,46,0.03,31.4,0.07,9312,2024-07-29,1,88,1.67209785793572,1.28301886792453,0.750943396226415,0.744596131968146,mid,primiparous
-9223372036828929024,2025-06-26,3.82,3.36,2.68,4.79,2.103,1.343,0.785,1.227,1.333,0.267,0.685,6.66,-0.524,21.9,4.31,17.22,99,19,0.03,22.5,0,8544,2025-01-24,1,153,1.30102999566398,1.13690476190476,0.797619047619048,0.638611507370423,mid,primiparous
-9223372036828913664,2025-05-22,3.03,3.65,2.9,4.97,1.62,1.114,0.659,0.927,1.021,0.224,0.521,6.76,-0.528,21.05,3.96,17.68,100,211,0.01,18.4,0.02,8352,2025-03-17,1,66,2.32633586092875,0.83013698630137,0.794520547945205,0.687654320987654,mid,primiparous
-9223372036828876800,2025-05-20,3.09,2.95,2.32,4.99,1.653,1.135,0.568,0.935,1.149,0.29,0.558,6.7,-0.527,16.9,4.03,14.28,101,40,0.03,15.8,0.02,8784,2025-04-10,1,40,1.61278385671974,1.04745762711864,0.786440677966102,0.686630369026013,early,primiparous
-9223372036828871680,2024-10-22,3.93,3.37,2.69,4.76,2.425,1.12,0.903,1.409,1.292,0.33,0.564,6.63,-0.529,25.75,6.52,7.08,94,13,0.14,22.8,0.01,8688,2024-08-30,1,53,1.14612803567824,1.16617210682493,0.798219584569733,0.461855670103093,early,primiparous
-9223372036828869632,2025-02-06,3.65,3.12,2.43,4.87,2.16,1.132,0.803,1.251,1.26,0.297,0.516,6.6,-0.526,20.85,5.56,10.83,98,235,0.04,23.9,0.01,8672,2024-10-08,1,121,2.37291200297011,1.16987179487179,0.778846153846154,0.524074074074074,mid,primiparous
-9223372036828868608,2025-08-14,4.03,2.95,2.32,4.91,2.217,1.421,0.739,1.337,1.558,0.374,0.848,6.54,-0.517,20.24,6.33,9,98,43,0.04,36.5,0.02,8304,2025-01-06,1,220,1.64345267648619,1.36610169491525,0.786440677966102,0.640956247180875,late,primiparous
-9223372036828867584,2025-01-27,3.69,3.27,2.57,5.08,1.978,1.351,0.702,1.152,1.457,0.374,0.702,6.6,-0.528,16.62,3.24,19.8,103,6,0,27,0.01,8048,2024-12-21,1,37,0.845098040014257,1.12844036697248,0.785932721712538,0.683013144590495,early,primiparous
-9223372036828841984,2025-07-04,4.29,3.9,3.15,4.9,2.329,1.543,0.834,1.343,1.593,0.318,0.842,6.67,-0.53,21.27,3.89,14.18,99,47,0.08,10.8,0.05,8112,2024-11-26,1,220,1.68124123737559,1.1,0.807692307692308,0.662516101331043,late,primiparous
-9223372036828831744,2025-03-02,3.19,3.28,2.56,4.82,1.654,1.224,0.544,0.921,1.444,0.348,0.782,6.64,-0.529,13.63,1.41,35.87,110,26,0.12,18,0.24,8736,2025-02-23,1,7,1.43136376415899,0.972560975609756,0.780487804878049,0.740024183796856,early,primiparous
-9223372036828816384,2023-08-29,4.18,3.53,2.77,4.79,2.235,1.538,0.841,1.255,1.754,0.428,0.981,6.6,-0.528,16.72,2.2,28.88,106,129,0.03,26.8,0.05,8848,2023-08-12,2,17,2.11394335230684,1.18413597733711,0.784702549575071,0.688143176733781,early,second_parity
-9223372036828814336,2025-01-15,4.64,3.8,3.01,4.77,2.67,1.516,0.924,1.583,1.65,0.361,0.838,6.65,-0.532,26.19,6.14,0.36,92,127,0.1,23.1,0.08,8464,2024-06-30,1,199,2.10720996964787,1.22105263157895,0.792105263157895,0.567790262172285,mid,primiparous
-9223372036828805120,2025-02-27,3.39,3.31,2.61,4.72,2.001,1.057,0.759,1.172,1.131,0.226,0.576,6.74,-0.521,24.25,5.9,2.29,93,73,0.06,13.9,0.04,9056,2024-10-07,1,143,1.86923171973098,1.02416918429003,0.788519637462236,0.528235882058971,mid,primiparous
-9223372036828804096,2025-01-15,3.52,2.8,2.19,4.92,1.897,1.278,0.674,1.033,1.46,0.35,0.681,6.6,-0.523,22.76,7.08,3.43,95,14,0.12,27.9,0.04,8656,2024-11-26,1,50,1.17609125905568,1.25714285714286,0.782142857142857,0.673695308381655,early,primiparous
-9223372036828800000,2024-10-23,3.54,3.17,2.53,4.68,1.989,1.204,0.77,1.108,1.288,0.283,0.513,6.7,-0.51,26.07,6.62,0.86,92,31,0.03,14.1,0.03,8832,2024-07-18,1,97,1.50514997831991,1.11671924290221,0.798107255520505,0.605329311211664,mid,primiparous
-9223372036828793856,2024-11-23,3.19,2.82,2.22,5.09,1.795,1.083,0.636,1.023,1.22,0.278,0.496,6.55,-0.521,18.18,6.06,11.06,100,10,0.07,22.5,0.03,8240,2024-09-29,1,55,1.04139268515823,1.13120567375887,0.787234042553192,0.603342618384401,early,primiparous
-9223372036828792832,2024-10-15,4.17,3.46,2.77,4.92,2.233,1.529,0.813,1.237,1.726,0.438,0.891,6.6,-0.534,16.77,3.56,20.25,103,37,0.06,15.3,0.03,8368,2024-10-06,1,9,1.57978359661681,1.20520231213873,0.800578034682081,0.684729064039409,early,primiparous
-9223372036828773376,2025-04-14,1.74,2.78,2.15,4.92,1.046,0.523,0.434,0.684,0.511,0.135,0.16,6.67,-0.529,18.8,5.58,14.14,100,15,0.16,25.4,0.16,9440,2025-02-02,1,71,1.20411998265592,0.62589928057554,0.773381294964029,0.5,mid,primiparous
-9223372036828762112,2025-03-12,3.53,3.31,2.64,4.89,2.177,1.007,0.864,1.282,1.116,0.268,0.546,6.61,-0.528,22.34,5.69,11.33,97,21,0.09,22.7,0.02,8592,2024-11-13,1,119,1.34242268082221,1.06646525679758,0.797583081570997,0.462563160312356,mid,primiparous
-9223372036828736512,2025-05-18,4.21,3.21,2.55,4.78,2.254,1.544,0.746,1.324,1.576,0.338,0.875,6.56,-0.528,22.56,6.27,6.36,96,417,0.11,29.5,0.06,8752,2024-12-13,1,156,2.62117628177504,1.31152647975078,0.794392523364486,0.685004436557232,mid,primiparous
-9223372036828733440,2025-05-05,2.33,3.1,2.44,4.83,1.301,0.801,0.504,0.765,0.776,0.164,0.307,6.72,-0.522,17.46,3.75,19.99,103,6,0.03,13.4,0.03,9264,2025-02-16,1,78,0.845098040014257,0.751612903225806,0.787096774193548,0.615680245964643,mid,primiparous
-9223372036828729344,2025-08-09,2.94,3.27,2.6,4.68,1.471,1.182,0.526,0.808,1.307,0.253,0.65,6.65,-0.514,17.89,4.01,19.25,102,26,0.04,13.8,0.07,8864,2025-01-27,1,194,1.43136376415899,0.899082568807339,0.795107033639144,0.803535010197145,mid,primiparous
-9223372036828728320,2024-12-18,3.97,3.36,2.68,5,2.313,1.268,0.869,1.292,1.404,0.351,0.615,6.61,-0.53,17.25,2.95,20.86,103,46,0.08,15.3,0.07,8112,2024-10-28,1,51,1.67209785793572,1.18154761904762,0.797619047619048,0.54820579334198,early,primiparous
-9223372036828711936,2025-04-16,3.5,3.59,2.88,4.98,2.006,1.151,0.734,1.168,1.26,0.24,0.637,6.62,-0.529,23.29,5.52,8.95,96,95,0.11,13.9,0.03,8304,2024-12-03,1,134,1.98227123303957,0.974930362116992,0.802228412256267,0.573778664007976,mid,primiparous
-9223372036828702720,2024-12-12,3.82,2.99,2.36,4.87,2.352,1.094,0.915,1.392,1.11,0.289,0.446,6.56,-0.52,21.77,6.03,6.94,96,86,0.07,21.5,0.01,8448,2024-10-14,1,59,1.93951925261862,1.27759197324415,0.789297658862876,0.465136054421769,early,primiparous
-9223372036828692480,2025-04-28,3.29,3.42,2.67,4.54,2.17,0.874,0.713,1.077,0.979,0.253,0.78,6.56,-0.533,23.99,5.99,14.46,97,43,0.05,23.2,0.11,932.9,2024-12-08,1,141,1.64345267648619,0.961988304093567,0.780701754385965,0.402764976958525,mid,primiparous
-9223372036828677120,2025-05-07,4.35,3.6,2.89,5.12,2.544,1.381,0.894,1.466,1.514,0.328,0.786,6.67,-0.537,18.33,3.57,15.52,101,13,0.05,19.3,0.04,7760,2024-09-12,1,237,1.14612803567824,1.20833333333333,0.802777777777778,0.542845911949686,late,primiparous
-9223372036828669952,2025-11-17,3.99,3.63,2.94,4.89,2.249,1.353,0.783,1.174,1.613,0.266,0.848,6.68,-0.529,17.14,3.01,22,103,35,0.05,11.7,0.03,8416,2025-04-03,1,228,1.55630250076729,1.09917355371901,0.809917355371901,0.601600711427301,late,primiparous
-9223372036828666880,2025-05-22,3.28,2.97,2.36,4.95,1.797,1.161,0.711,1.043,1.062,0.221,0.529,6.64,-0.523,17.75,4.81,14.83,101,24,0.03,24.4,0.01,8704,2025-02-16,1,95,1.39794000867204,1.1043771043771,0.794612794612795,0.646076794657763,mid,primiparous
-9223372036828664832,2025-09-24,4.23,4.03,3.28,5.25,2.315,1.503,0.797,1.285,1.76,0.396,0.961,6.58,-0.539,11.35,0.74,34.38,111,14,0.03,30.2,0,7008,2025-01-06,1,261,1.17609125905568,1.04962779156328,0.813895781637717,0.649244060475162,late,primiparous
-9223372036828660736,2025-07-16,2.63,3.3,2.63,4.99,1.496,0.878,0.565,0.889,0.917,0.195,0.423,6.66,-0.529,18.86,5.05,14.87,100,12,0.1,17.9,0.09,8592,2025-03-18,1,120,1.11394335230684,0.796969696969697,0.796969696969697,0.586898395721925,mid,primiparous
-9223372036828652544,2024-08-29,3.39,2.95,2.24,4.93,1.862,1.197,0.566,0.927,1.513,0.403,0.729,6.71,-0.517,20.19,4.21,15.35,100,220,0.02,47.8,0.06,7968,2024-08-01,1,28,2.34439227368511,1.14915254237288,0.759322033898305,0.642857142857143,early,primiparous
-9223372036828645376,2025-02-03,3.56,3.39,2.67,4.81,2.053,1.159,0.721,1.174,1.313,0.297,0.533,6.65,-0.529,23.15,5.72,6.32,95,266,0.08,20.3,0.05,8880,2024-10-05,1,121,2.42651126136458,1.05014749262537,0.787610619469027,0.564539698002923,mid,primiparous
-9223372036828644352,2025-01-22,4.06,3.48,2.71,4.92,2.419,1.244,0.878,1.491,1.246,0.309,0.626,6.69,-0.535,25.16,6.22,0.51,92,87,0.02,30.7,0,8832,2024-11-09,1,74,1.94448267215017,1.16666666666667,0.778735632183908,0.51426209177346,mid,primiparous
-9223372036828634112,2025-08-03,3.75,3.56,2.88,4.88,2.069,1.316,0.788,1.222,1.389,0.291,0.771,6.58,-0.523,15.71,3.32,24.34,105,32,0.01,12.2,0.02,8160,2025-01-09,1,206,1.51851393987789,1.05337078651685,0.808988764044944,0.636056065732238,late,primiparous
-9223372036828624896,2025-11-05,3.61,3.15,2.52,4.93,2.26,0.999,0.841,1.235,1.144,0.231,0.538,6.61,-0.516,21.59,6.03,8.76,97,30,0.07,8.9,0.01,8176,2025-09-03,1,63,1.49136169383427,1.14603174603175,0.8,0.442035398230089,mid,primiparous
-9223372036828613632,2025-01-22,3.65,3.08,2.43,4.92,1.975,1.318,0.679,1.138,1.509,0.35,0.694,6.51,-0.529,15.57,3.64,23.04,105,72,0.05,14.8,0,8576,2024-12-25,1,28,1.86332286012046,1.18506493506493,0.788961038961039,0.667341772151899,early,primiparous
-9223372036828608512,2025-04-23,4.21,3.1,2.44,4.69,2.513,1.285,0.867,1.392,1.486,0.335,0.739,6.57,-0.522,17.07,4.55,14.84,101,60,0.05,25.6,0.01,8944,2025-03-20,1,34,1.78532983501077,1.35806451612903,0.787096774193548,0.511341026661361,early,primiparous
-9223372036828601344,2025-12-03,3.02,2.83,2.24,5,1.775,0.951,0.697,0.958,1.016,0.235,0.487,6.68,-0.517,20.12,5.54,9.55,98,73,0.02,22.9,0.01,8320,2025-09-30,2,64,1.86923171973098,1.06713780918728,0.791519434628975,0.535774647887324,mid,second_parity
-9223372036828590080,2025-11-02,2.02,3.13,2.43,4.88,1.104,0.72,0.451,0.704,0.662,0.156,0.278,6.8,-0.523,19.57,3.92,18.99,101,86,0.04,24.2,0.08,9376,2025-10-06,2,27,1.93951925261862,0.645367412140575,0.776357827476038,0.652173913043478,early,second_parity
-9223372036828583936,2025-10-03,2.02,3.1,2.44,5.03,1.167,0.657,0.472,0.732,0.645,0.208,0.217,6.77,-0.517,16.56,3.33,22.51,104,12,0.05,9.8,0.08,8528,2025-09-12,2,21,1.11394335230684,0.651612903225806,0.787096774193548,0.562982005141388,early,second_parity
-9223372036828573696,2025-07-02,4.16,3.55,2.85,4.97,2.324,1.431,0.865,1.43,1.365,0.296,0.765,6.61,-0.534,24.09,6.44,2.92,94,50,0.12,21.7,0.1,8272,2024-11-02,1,242,1.70757017609794,1.17183098591549,0.802816901408451,0.615748709122203,late,primiparous
-9223372036828550144,2025-03-03,3.16,2.89,2.24,4.92,1.638,1.213,0.581,0.927,1.351,0.332,0.689,6.71,-0.527,21.3,5.31,7.3,97,52,0.06,20.3,0.04,9024,2025-02-10,1,21,1.72427586960079,1.09342560553633,0.775086505190311,0.740537240537241,early,primiparous
-9223372036828541952,2025-06-05,3.41,3.55,2.86,4.81,1.87,1.206,0.662,1.078,1.228,0.246,0.578,6.66,-0.53,22.15,4.37,15.44,99,106,0.04,10,0.01,8768,2024-10-09,1,239,2.02938377768521,0.96056338028169,0.805633802816901,0.644919786096257,late,primiparous
-9223372036828537856,2025-06-30,4.06,3.83,3.08,4.83,2.185,1.477,0.729,1.265,1.512,0.311,0.799,6.69,-0.527,22.24,3.67,16.53,99,292,0.09,18.2,0.06,8208,2024-12-30,1,182,2.46686762035411,1.06005221932115,0.804177545691906,0.675972540045767,mid,primiparous
-9223372036828534784,2024-10-04,3.66,3.03,2.37,4.9,1.747,1.555,0.351,0.844,2.081,0.493,1.066,6.6,-0.539,22.26,4.96,13.33,98,879,0.15,28.2,0.17,8672,2024-09-01,1,33,2.94448267215017,1.20792079207921,0.782178217821782,0.890097309673726,early,primiparous
-9223372036828532736,2025-01-13,4.19,2.86,2.26,5.01,2.201,1.579,0.711,1.124,1.91,0.489,0.914,6.6,-0.526,17.99,5.18,7.75,99,46,0.14,15,0.17,7872,2024-12-19,1,25,1.67209785793572,1.46503496503497,0.79020979020979,0.717401181281236,early,primiparous
-9223372036826250240,2025-05-13,3.57,3.07,2.45,4.98,2.016,1.204,0.749,1.213,1.153,0.285,0.558,6.64,-0.528,22.84,5.47,8.57,96,21,0.05,20.5,0,8640,2025-01-30,1,103,1.34242268082221,1.1628664495114,0.798045602605863,0.597222222222222,mid,primiparous
-9223372036825111552,2025-11-12,4.16,3.65,2.91,4.81,2.223,1.532,0.659,1.15,1.882,0.385,0.965,6.65,-0.529,24.82,5.42,4.82,94,47,0.04,36.7,0.01,8256,2025-02-14,1,271,1.68124123737559,1.13972602739726,0.797260273972603,0.689158794421952,late,primiparous
-9223372036824103936,2025-04-28,3.38,3.17,2.52,4.94,1.991,1.059,0.773,1.129,1.087,0.207,0.522,6.65,-0.522,15.27,3.37,22.19,105,16,0,17.9,0,8480,2024-12-05,1,144,1.23044892137827,1.06624605678233,0.794952681388013,0.531893520843797,mid,primiparous
-9223372036823276544,2025-01-29,3.81,3.22,2.52,4.91,2.269,1.168,0.835,1.299,1.329,0.362,0.564,6.59,-0.525,17.3,3.84,21.62,103,30,0.06,19.2,0.04,8288,2025-01-12,1,17,1.49136169383427,1.1832298136646,0.782608695652174,0.514764213309828,early,primiparous
-9.223372036823e+18,2025-02-25,4.36,3.59,2.86,4.81,2.639,1.295,0.91,1.452,1.555,0.331,0.815,6.69,-0.534,21.56,5.32,8.67,97,71,0.05,21.4,0.09,8496,2024-10-09,1,139,1.85733249643127,1.21448467966574,0.796657381615599,0.490716180371353,mid,primiparous
-9223372036822958080,2025-11-03,3.88,3.17,2.52,4.78,2.291,1.211,0.827,1.214,1.393,0.286,0.706,6.72,-0.52,23.04,6.14,0.61,94,183,0.06,13,0,8608,2025-08-11,1,84,2.26481782300954,1.22397476340694,0.794952681388013,0.528590135312091,mid,primiparous
-9223372036822922240,2025-03-26,2.39,3.21,2.57,5.19,1.452,0.704,0.555,0.83,0.8,0.171,0.291,6.67,-0.541,19.88,4.95,12.68,99,13,0.09,17.3,0.05,8816,2025-01-11,1,74,1.14612803567824,0.744548286604361,0.800623052959502,0.484848484848485,mid,primiparous
-9223372036822920192,2025-03-04,2.91,2.98,2.34,4.88,1.782,0.843,0.695,1.021,0.979,0.245,0.473,6.69,-0.527,20.87,5.69,10.96,98,21,0.16,19.4,0.09,8944,2025-01-09,1,54,1.34242268082221,0.976510067114094,0.785234899328859,0.473063973063973,early,primiparous
-9223372036822820864,2025-06-23,4.42,3.05,2.44,4.88,2.178,1.809,0.617,1.16,2.011,0.406,1.102,6.63,-0.521,19.58,5.23,11.13,99,127,0.02,20,0.02,8144,2025-01-21,1,153,2.10720996964787,1.44918032786885,0.8,0.830578512396694,mid,primiparous
-9223372036822815744,2024-11-29,4.6,3.44,2.75,4.94,2.819,1.331,1.122,1.597,1.435,0.406,0.699,6.65,-0.518,21.73,4.94,11.34,98,18,0.05,21.8,0.03,7568,2024-10-14,1,46,1.27875360095283,1.33720930232558,0.799418604651163,0.472153245831855,early,primiparous
-9223372036822792192,2025-01-24,3.81,3.23,2.53,5,2.213,1.224,0.851,1.31,1.258,0.369,0.583,6.61,-0.53,17.75,4.22,18.82,102,32,0.01,24.7,0.04,8288,2024-10-29,1,87,1.51851393987789,1.17956656346749,0.78328173374613,0.553095345684591,mid,primiparous
-9223372036822789120,2025-07-09,4.66,3.78,3.05,4.88,2.384,1.822,0.7,1.271,2.084,0.442,1.121,6.66,-0.519,19.88,3.76,13.66,99,24,0.07,11.7,0.05,7712,2024-10-01,1,281,1.39794000867204,1.23280423280423,0.806878306878307,0.764261744966443,late,primiparous
-9223372036822784000,2025-10-30,3.13,2.76,2.17,4.75,1.794,1.031,0.637,0.912,1.214,0.277,0.552,6.76,-0.52,22.02,6.43,3.05,95,26,0.05,15.5,0.02,9328,2025-10-09,2,21,1.43136376415899,1.13405797101449,0.786231884057971,0.574693422519509,early,second_parity
-9223372036822757376,2025-03-04,3.25,3.51,2.78,4.97,1.812,1.12,0.737,1.031,1.168,0.263,0.645,6.77,-0.525,19.77,3.87,14.77,100,48,0.03,32.9,0.02,8336,2024-11-22,1,102,1.69019608002851,0.925925925925926,0.792022792022792,0.618101545253863,mid,primiparous
-9223372036822752256,2024-11-04,4.26,3.31,2.63,4.95,2.474,1.369,0.955,1.449,1.444,0.363,0.708,6.54,-0.523,13.66,2.9,23.92,106,12,0,30.5,0.04,7792,2024-09-09,1,56,1.11394335230684,1.28700906344411,0.794561933534743,0.553354890864996,early,primiparous
-9223372036822749184,2025-04-24,3.6,3.02,2.39,4.93,2.158,1.089,0.79,1.22,1.217,0.279,0.571,6.58,-0.529,16.4,4.52,19.34,103,39,0.05,20.7,0.05,8720,2025-01-16,1,98,1.60205999132796,1.19205298013245,0.791390728476821,0.504633920296571,mid,primiparous
-9223372036822747136,2025-01-10,4.11,3.11,2.4,4.77,2.853,1.006,0.973,1.464,1.121,0.344,0.977,6.65,-0.521,25.07,8.39,4.27,93,93,0.09,26.2,0.04,805.8,2024-12-03,1,38,1.9731278535997,1.32154340836013,0.771704180064309,0.35261128636523,early,primiparous
-9223372036822737920,2024-10-02,4.38,2.64,2,4.54,2.395,1.557,0.549,1.331,2.023,0.436,1.067,6.5,-0.532,20.64,6.17,8.52,97,46,0.07,26.4,0.13,9872,2024-07-19,1,75,1.67209785793572,1.65909090909091,0.757575757575758,0.650104384133612,mid,primiparous
-9223372036822721536,2026-01-13,3.43,3.13,2.48,4.9,1.945,1.151,0.744,1.042,1.219,0.277,0.598,6.72,-0.529,22.05,5.23,7.69,96,12,0.03,15.1,0.06,8864,2025-11-19,2,55,1.11394335230684,1.09584664536741,0.792332268370607,0.591773778920308,early,second_parity
-9223372036822720512,2025-06-14,3.28,3.51,2.79,4.99,1.553,1.406,0.507,0.936,1.392,0.287,0.794,6.68,-0.531,16.12,2.49,24.36,105,121,0.01,22.2,0.02,8176,2024-11-29,1,197,2.08635983067475,0.934472934472934,0.794871794871795,0.905344494526722,mid,primiparous
-9223372036822717440,2025-01-07,2.75,2.87,2.23,4.84,1.507,0.974,0.502,0.909,1.029,0.272,0.373,6.7,-0.52,22.31,6.32,5.54,96,62,0.02,19.1,0.03,9072,2024-12-01,1,37,1.79934054945358,0.958188153310105,0.777003484320557,0.646317186463172,early,primiparous
-9223372036822692864,2025-06-20,3.61,3.35,2.72,4.99,1.93,1.327,0.705,1.072,1.389,0.302,0.658,6.63,-0.524,20.1,4.35,17.71,100,67,0.04,15,0,8096,2024-12-31,1,171,1.83250891270624,1.07761194029851,0.811940298507463,0.687564766839378,mid,primiparous
-9223372036822687744,2025-08-12,4.54,3.96,3.2,4.81,2.637,1.461,0.984,1.46,1.665,0.356,0.899,6.68,-0.528,22.32,3.94,15.03,98,24,0.05,12.6,0.02,7872,2024-10-29,1,287,1.39794000867204,1.14646464646465,0.808080808080808,0.554038680318544,late,primiparous
-9223372036822681600,2025-05-09,3.71,3.16,2.5,5.04,2.111,1.236,0.828,1.225,1.164,0.315,0.558,6.67,-0.518,20.08,5.41,10.18,98,13,0.02,27.1,0.02,7776,2025-03-18,1,52,1.14612803567824,1.17405063291139,0.791139240506329,0.585504500236855,early,primiparous
-9223372036822660096,2025-02-20,3.38,3.01,2.35,4.92,1.807,1.242,0.668,1.028,1.347,0.326,0.755,6.64,-0.517,12.68,3.03,22.49,106,18,0.02,23.6,0,8576,2025-01-22,1,29,1.27875360095283,1.12292358803987,0.780730897009967,0.687327061427781,early,primiparous
-9223372036822654976,2025-05-27,3.54,3.63,2.91,4.88,1.963,1.23,0.783,1.162,1.122,0.248,0.558,6.67,-0.525,19.23,2.69,24.27,103,53,0.02,14,0,8496,2025-04-05,1,52,1.73239375982297,0.975206611570248,0.801652892561984,0.626591951095262,early,primiparous
-9223372036822653952,2025-12-13,2.4,3.47,2.69,4.76,1.374,0.792,0.506,0.829,0.777,0.214,0.368,6.84,-0.527,21.71,4.35,14.09,98,66,0.03,26.8,0.07,9712,2025-11-27,2,16,1.82607480270083,0.69164265129683,0.77521613832853,0.576419213973799,early,second_parity
-9223372036822650880,2025-06-04,3.6,2.99,2.39,5.11,1.976,1.271,0.74,1.173,1.223,0.27,0.603,6.62,-0.531,16.61,3.35,19.72,103,22,0.03,21.9,0,8288,2025-02-12,1,112,1.36172783601759,1.20401337792642,0.79933110367893,0.643218623481781,mid,primiparous
-9223372036822638592,2025-03-11,4.49,3.31,2.62,4.59,2.865,1.185,1.114,1.686,1.289,0.308,0.622,6.63,-0.519,25.51,6.13,5.04,93,3925,0.05,8.9,0.01,9232,2024-11-09,5,122,3.59395029526399,1.35649546827795,0.79154078549849,0.413612565445026,mid,mature_multiparous
-9223372036822629376,2025-03-31,3.49,3.44,2.77,5.05,1.929,1.219,0.756,1.065,1.322,0.281,0.697,6.64,-0.527,17.47,3.66,18.33,102,316,0.03,19.7,0.01,8064,2024-12-05,1,116,2.50105926221775,1.01453488372093,0.805232558139535,0.631933644375324,mid,primiparous
-9223372036822604800,2025-08-26,3.9,3.32,2.69,4.96,2.086,1.434,0.762,1.141,1.592,0.379,0.869,6.55,-0.522,17.51,3.86,18.16,102,22,0.04,22.3,0.02,7744,2025-01-08,1,230,1.36172783601759,1.17469879518072,0.810240963855422,0.687440076701822,late,primiparous
-9223372036822597632,2025-07-14,3.47,3.82,3.03,4.82,1.807,1.325,0.683,1.07,1.303,0.28,0.715,6.72,-0.527,22.54,4.78,11.21,97,146,0.04,14.6,0.03,8608,2024-09-14,1,303,2.16731733474818,0.908376963350785,0.793193717277487,0.733259546209187,late,primiparous
-9223372036822592512,2025-04-10,4.05,3.22,2.54,4.83,2.214,1.44,0.798,1.227,1.617,0.362,0.906,6.62,-0.522,18.87,4.83,14.47,100,34,0.06,28.5,0.03,8432,2025-01-26,1,74,1.54406804435028,1.25776397515528,0.788819875776397,0.650406504065041,mid,primiparous
-9223372036822589440,2025-11-14,2.92,3.02,2.39,4.91,1.732,0.904,0.635,0.917,1.045,0.254,0.486,6.73,-0.521,19.21,4.99,13.97,100,5,0.05,17.6,0.04,8544,2025-09-09,1,66,0.778151250383644,0.966887417218543,0.791390728476821,0.521939953810624,mid,primiparous
-9223372036822564864,2025-08-03,4.11,3.57,2.87,4.88,2.337,1.373,0.96,1.343,1.421,0.326,0.789,6.69,-0.525,17.96,3.14,22.06,103,40,0.02,22.2,0.02,8368,2025-03-21,1,135,1.61278385671974,1.15126050420168,0.803921568627451,0.587505348737698,mid,primiparous
-9223372036822541312,2025-04-10,3.54,3.64,2.91,4.9,2.057,1.137,0.784,1.193,1.184,0.248,0.601,6.69,-0.521,17.68,2.71,24.11,104,12,0.02,21,0.02,8208,2025-01-12,1,88,1.11394335230684,0.972527472527473,0.79945054945055,0.55274671852212,mid,primiparous
-9223372036822533120,2025-02-05,3.06,3.1,2.43,5.07,1.784,0.977,0.78,1.052,0.933,0.292,0.384,6.61,-0.521,19.49,5.16,16.97,101,25,0.05,15.7,0,8368,2025-01-13,1,23,1.41497334797082,0.987096774193548,0.783870967741936,0.547645739910314,early,primiparous
-9223372036822510592,2025-07-03,3.93,3.6,2.9,4.88,2.296,1.252,0.831,1.35,1.277,0.265,0.611,6.65,-0.529,17.41,3.49,17.06,102,14,0.06,16.4,0.04,8288,2024-10-28,1,248,1.17609125905568,1.09166666666667,0.805555555555555,0.545296167247387,late,primiparous
-9223372036822506496,2025-03-11,2.75,3.5,2.78,5.11,1.65,0.831,0.634,0.942,0.969,0.273,0.402,6.71,-0.53,13.7,1.61,32.63,109,16,0.01,14.2,0.03,8176,2025-02-16,1,23,1.23044892137827,0.785714285714286,0.794285714285714,0.503636363636364,early,primiparous
-9223372036822501376,2025-09-15,4.48,3.46,2.77,4.79,2.561,1.483,0.918,1.472,1.635,0.388,0.899,6.58,-0.532,27.31,7.1,0.67,91,167,0.04,31.1,0.01,8688,2025-03-27,1,172,2.22530928172586,1.29479768786127,0.800578034682081,0.579070675517376,mid,primiparous
-9223372036822488064,2025-06-19,3.74,3.09,2.46,4.77,2.137,1.237,0.8,1.272,1.156,0.309,0.576,6.59,-0.514,19.57,4.5,14.77,100,43,0.02,34.1,0,8336,2025-02-19,1,120,1.64345267648619,1.21035598705502,0.796116504854369,0.57884885353299,mid,primiparous
-9223372036822471680,2025-08-07,3.94,3.38,2.73,4.93,2.224,1.332,0.823,1.263,1.439,0.317,0.757,6.64,-0.525,19.69,4.8,11.54,99,102,0.03,18.9,0.05,8064,2024-12-11,1,239,2.01283722470517,1.16568047337278,0.807692307692308,0.598920863309352,late,primiparous
-9223372036822464512,2025-06-12,3.72,3.31,2.62,4.82,2.045,1.31,0.758,1.119,1.307,0.305,0.66,6.69,-0.527,22.73,5.05,7.84,96,84,0.05,31.6,0.04,8736,2024-12-12,1,182,1.92941892571429,1.1238670694864,0.79154078549849,0.640586797066015,mid,primiparous
